Time,Protocol,Length
0.0,0.0,0.02337110481586402
0.0,0.0,0.008262511803588292
0.008208349347114563,0.0,0.0004721435316336151
0.03680242598056793,1.0,0.002124645892351274
0.06471551954746246,1.0,0.002124645892351274
0.13558462262153625,0.0,0.027620396600566574
0.13558462262153625,0.0,0.33333333333333337
0.13893400132656097,0.0,0.33333333333333337
0.13893400132656097,0.0,0.33333333333333337
0.1390027552843094,0.0,0.33333333333333337
0.1390027552843094,0.0,0.22521246458923513
0.13972283899784088,0.0,0.0028328611898016994
0.140182226896286,0.0,0.0004721435316336151
0.14119406044483185,0.0,0.0004721435316336151
0.14119406044483185,0.0,0.008262511803588292
0.14395496249198914,0.0,0.0
0.1442382037639618,0.0,0.0028328611898016994
0.1442382037639618,0.0,0.0
0.15013961493968964,0.0,0.1220491029272899
0.15013961493968964,0.0,0.02337110481586402
0.1502077877521515,0.0,0.10316336166194523
0.15833362936973572,1.0,0.021010387157695938
0.15947319567203522,0.0,1.0
0.15954142808914185,0.0,0.06964117091595845
0.15954142808914185,0.0,0.0
0.1596096009016037,0.0,0.33333333333333337
0.16419196128845215,0.0,0.33333333333333337
0.16419196128845215,0.0,0.33333333333333337
0.16419196128845215,0.0,0.33333333333333337
0.1642601639032364,0.0,0.33333333333333337
0.1642601639032364,0.0,0.33333333333333337
0.1642601639032364,0.0,0.33333333333333337
0.1642601639032364,0.0,0.33333333333333337
0.16432836651802063,0.0,0.33333333333333337
0.16432836651802063,0.0,0.33333333333333337
0.16432836651802063,0.0,0.20089707271010387
0.16432836651802063,0.0,0.0004721435316336151
0.16454604268074036,0.0,0.0004721435316336151
0.16454604268074036,0.0,0.024315391879131253
0.16819824278354645,0.0,0.0
0.1760643869638443,0.0,0.02337110481586402
0.1797664612531662,0.0,0.0
0.1892252117395401,0.0,0.11000944287063268
0.1892252117395401,0.0,0.0
0.1892935037612915,0.0,0.005665722379603401
0.1937946081161499,0.0,0.0
0.1937946081161499,0.0,0.0004721435316336151
0.22526036202907562,1.0,0.03777148253068933
0.24617496132850647,1.0,0.0075542965061378645
0.2462441474199295,1.0,0.0684608120868744
0.24631237983703613,1.0,0.006846081208687441
0.30905620753765106,1.0,0.06633616619452314
0.30905620753765106,1.0,0.0169971671388102
0.30905620753765106,1.0,0.006610009442870631
0.3091244101524353,1.0,0.0169971671388102
0.3091244101524353,1.0,0.0826251180358829
0.3091244101524353,1.0,0.032813975448536356
0.30919256806373596,1.0,0.006610009442870631
0.30919256806373596,1.0,0.04768649669499528
0.3159886300563812,1.0,0.032813975448536356
0.3255382627248764,0.0,0.02596789423984891
0.325810968875885,0.0,0.02596789423984891
0.3286515474319458,0.0,0.0
0.3318125903606415,0.0,0.02596789423984891
0.33206525444984436,0.0,0.02596789423984891
0.33491937816143036,0.0,0.0
0.37877964973449707,1.0,0.002124645892351274
0.4067036211490631,1.0,0.002124645892351274
0.47649306058883667,1.0,0.006610009442870631
0.5204602926969528,1.0,0.00401322001888574
0.5219968259334564,1.0,0.003068932955618506
0.5672189146280289,1.0,0.03777148253068933
0.6672551333904266,0.0,0.02596789423984891
0.6675278842449188,0.0,0.02596789423984891
0.670345738530159,0.0,0.0
0.6734646856784821,0.0,0.02596789423984891
0.6737169027328491,0.0,0.02596789423984891
0.6766087412834167,0.0,0.0
0.7207818925380707,1.0,0.002124645892351274
0.7487093806266785,1.0,0.002124645892351274
0.7905579954385757,1.0,0.0075542965061378645
0.7906263023614883,1.0,0.0684608120868744
0.7906263023614883,1.0,0.006846081208687441
0.7906944453716278,1.0,0.06633616619452314
0.8399751484394073,1.0,0.021010387157695938
0.8603464663028717,1.0,0.0075542965061378645
0.8604172915220261,1.0,0.006846081208687441
0.8604172915220261,1.0,0.0684608120868744
0.9022905230522156,1.0,0.06633616619452314
0.9022905230522156,1.0,0.03777148253068933
0.9999317228794098,1.0,0.0075542965061378645
1.0,1.0,0.0684608120868744
