Time,Protocol,Length
0.0,0.0,0.001184054729640836
0.11563360691070557,0.0,0.021049861860281543
0.15081417560577393,0.0,0.001184054729640836
0.6881428956985474,0.0,0.004209972372056309
0.6885333061218262,0.0,0.0381528746217603
0.6885333061218262,0.0,0.003815287462176029
0.6889235973358154,0.0,0.03696881989211946
0.7527163028717041,1.0,0.0015787396395211158
0.7774808406829834,1.0,0.0015787396395211158
0.7774808406829834,1.0,0.0
0.7774808406829834,1.0,0.06801736613603473
0.8020937442779541,1.0,0.013024602026049206
0.8024836778640747,1.0,0.05749243520589397
0.8307125568389893,1.0,0.18576503091698462
0.8311026096343994,1.0,0.18576503091698462
0.8314931392669678,1.0,0.18576503091698462
0.8314931392669678,1.0,0.038810682804894095
0.8314931392669678,1.0,0.0
0.8318824768066406,1.0,1.0000000000000002
0.8553202152252197,1.0,0.0007893698197605579
0.9125005006790161,1.0,0.0007893698197605579
0.9125005006790161,1.0,0.013550848572556244
0.9337607622146606,1.0,0.0
0.9353183507919312,0.0,0.011708985659781608
1.0,1.0,0.06104459939481648
