Time,Protocol,Length
0.0,0.0,0.002974504249291785
0.10555744171142578,0.0,0.002974504249291785
0.118644118309021,0.0,0.0022662889518413596
0.118644118309021,0.0,0.002053824362606232
0.11900830268859863,0.0,0.02053824362606232
0.11937129497528076,0.0,0.01990084985835694
0.18161988258361816,0.0,0.002974504249291785
0.29740989208221436,0.0,0.002974504249291785
0.3177138566970825,0.0,0.00113314447592068
0.3206416368484497,0.0,0.0022662889518413596
0.3212137222290039,1.0,0.0008498583569405099
0.3453254699707031,1.0,0.0008498583569405099
0.34551334381103516,1.0,0.0
0.34799349308013916,1.0,0.03661473087818697
0.3719916343688965,1.0,0.09999999999999999
0.3723551034927368,1.0,0.09999999999999999
0.37271809577941895,1.0,0.04737960339943343
0.37271809577941895,1.0,0.0
0.37271809577941895,1.0,0.004532577903682718
0.39609503746032715,1.0,0.003257790368271954
0.3964587450027466,1.0,0.0034702549575070817
0.3964587450027466,1.0,0.002478753541076487
0.3968229293823242,1.0,0.015509915014164304
0.3968229293823242,1.0,0.0055949008498583554
0.4008215665817261,1.0,0.0055949008498583554
0.4008215665817261,1.0,0.004532577903682718
0.4011850357055664,1.0,0.0
0.4011850357055664,1.0,0.002195467422096317
0.4011850357055664,1.0,7.082152974504253e-05
0.4033679962158203,1.0,0.028682719546742206
0.40373408794403076,1.0,0.0055949008498583554
0.40409743785858154,1.0,0.0
0.4044609069824219,1.0,0.010127478753541076
0.4044609069824219,1.0,0.00941926345609065
0.4145362377166748,1.0,0.013881019830028329
0.4145362377166748,1.0,0.0008498583569405099
0.42117512226104736,0.0,0.002974504249291785
0.4282428026199341,1.0,0.00042492917847025474
0.4368659257888794,1.0,0.003399433427762039
0.4368659257888794,1.0,0.02514164305949008
0.4372297525405884,1.0,0.0
0.4375934600830078,1.0,0.0067988668555240776
0.4477730989456177,1.0,0.002195467422096317
0.448136568069458,1.0,0.0
0.448136568069458,1.0,0.0016997167138810194
0.4717679023742676,1.0,0.0
0.4717679023742676,1.0,0.0016997167138810194
0.4721318483352661,1.0,0.0
0.4721318483352661,1.0,0.00042492917847025474
0.472495436668396,1.0,0.00042492917847025474
0.6929935216903687,1.0,0.008356940509915013
0.7170683145523071,1.0,0.0027620396600566573
0.7170683145523071,1.0,0.1529745042492918
0.7170683145523071,1.0,0.00042492917847025474
0.7178750038146973,1.0,0.00042492917847025474
0.7181591987609863,1.0,0.0027620396600566573
0.7181591987609863,0.0,0.002691218130311615
0.7212344408035278,0.0,0.011260623229461756
0.7212344408035278,1.0,0.0008498583569405099
0.729059100151062,1.0,0.0008498583569405099
0.7316628694534302,1.0,0.0
0.75568687915802,1.0,0.006657223796033994
0.7557750940322876,1.0,0.002478753541076487
0.7728629112243652,1.0,0.0008498583569405099
0.7732268571853638,1.0,0.0
0.7735185623168945,1.0,0.03661473087818697
0.7808619737625122,1.0,0.0008498583569405099
0.7808619737625122,1.0,0.0
0.7812244892120361,1.0,0.03661473087818697
0.7986752986907959,1.0,0.00042492917847025474
0.8325068950653076,1.0,0.007011331444759206
0.8328666687011719,1.0,0.030949008498583567
0.8377258777618408,1.0,0.007011331444759206
0.8379632234573364,1.0,0.030949008498583567
0.8470045328140259,0.0,0.002053824362606232
0.8473680019378662,0.0,0.01990084985835694
0.8477320671081543,0.0,0.0022662889518413596
0.848095178604126,0.0,0.02053824362606232
0.8867218494415283,1.0,0.09999999999999999
0.8874484300613403,1.0,0.09999999999999999
0.8874484300613403,1.0,0.09999999999999999
0.8878118991851807,1.0,0.020963172804532575
0.8878118991851807,1.0,0.0
0.8881759643554688,1.0,0.9999999999999999
0.8947194814682007,1.0,0.09999999999999999
0.8948068618774414,1.0,0.09999999999999999
0.8950830698013306,1.0,0.09999999999999999
0.8954472541809082,1.0,0.020963172804532575
0.8954472541809082,1.0,0.0
0.895810604095459,1.0,0.5380311614730877
0.9401793479919434,1.0,0.00042492917847025474
0.9467085599899292,1.0,0.00042492917847025474
0.9467085599899292,1.0,0.007294617563739376
0.94707190990448,1.0,0.4147308781869688
0.94707190990448,1.0,0.00042492917847025474
0.9521623849868774,1.0,0.00042492917847025474
0.9521623849868774,1.0,0.007294617563739376
0.9670878648757935,1.0,0.0
0.9914051294326782,1.0,0.00042492917847025474
1.0,1.0,0.0330028328611898
