Time,Protocol,Length
0.0,0.0,0.00013156163662675965
0.03126358985900879,0.0,0.0007893698197605579
0.48029565811157227,1.0,0.004209972372056309
0.4807692766189575,1.0,0.003815287462176029
0.481243371963501,1.0,0.0381528746217603
0.481716513633728,1.0,0.03696881989211946
0.7214404344558716,0.0,0.0015787396395211158
0.7889779806137085,0.0,0.0015787396395211158
0.789452075958252,0.0,0.0
0.789452075958252,0.0,0.06801736613603473
0.8565986156463623,0.0,0.013024602026049206
0.8570516109466553,0.0,0.05749243520589397
0.8689697980880737,1.0,0.001184054729640836
0.9269553422927856,0.0,0.18576503091698462
0.9279592037200928,0.0,0.18576503091698462
0.9279592037200928,0.0,0.0
0.9282104969024658,0.0,0.18576503091698462
0.9284614324569702,0.0,0.038810682804894095
0.9287099838256836,0.0,0.0
0.9289606809616089,0.0,1.0000000000000002
0.9947984218597412,0.0,0.0007893698197605579
0.99715256690979,0.0,0.0007893698197605579
0.99715256690979,0.0,0.013550848572556244
1.0,0.0,0.06104459939481648
1.0,0.0,0.0
